"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","WASTEMUN","TOT","KG_CAP","A","1990",630.67,
"DEU","WASTEMUN","TOT","KG_CAP","A","1995",627.247,
"DEU","WASTEMUN","TOT","KG_CAP","A","1996",646.11,
"DEU","WASTEMUN","TOT","KG_CAP","A","1997",662.979,
"DEU","WASTEMUN","TOT","KG_CAP","A","1998",651.797,
"DEU","WASTEMUN","TOT","KG_CAP","A","1999",643.482,
"DEU","WASTEMUN","TOT","KG_CAP","A","2000",648.764,
"DEU","WASTEMUN","TOT","KG_CAP","A","2001",639.319,
"DEU","WASTEMUN","TOT","KG_CAP","A","2002",647.23,
"DEU","WASTEMUN","TOT","KG_CAP","A","2003",608.006,
"DEU","WASTEMUN","TOT","KG_CAP","A","2004",593.216,
"DEU","WASTEMUN","TOT","KG_CAP","A","2005",570.508,
"DEU","WASTEMUN","TOT","KG_CAP","A","2006",569.838,
"DEU","WASTEMUN","TOT","KG_CAP","A","2007",589.177,
"DEU","WASTEMUN","TOT","KG_CAP","A","2008",596.639,
"DEU","WASTEMUN","TOT","KG_CAP","A","2009",599.086,
"DEU","WASTEMUN","TOT","KG_CAP","A","2010",609.165,
"DEU","WASTEMUN","TOT","KG_CAP","A","2011",621.317,
"DEU","WASTEMUN","TOT","KG_CAP","A","2012",614.516,
"DEU","WASTEMUN","TOT","KG_CAP","A","2013",610.661,
"DEU","WASTEMUN","TOT","KG_CAP","A","2014",627.4,
"DEU","WASTEMUN","TOT","KG_CAP","A","2015",631.21,
"DEU","WASTEMUN","TOT","KG_CAP","A","2016",634.269,
"DEU","WASTEMUN","TOT","KG_CAP","A","2017",626.555,
"DEU","WASTEMUN","TOT","KG_CAP","A","2018",604.636,
"DEU","WASTEMUN","TOT","KG_CAP","A","2019",606.005,
"DEU","WASTEMUN","TOT","KG_CAP","A","2020",627.411,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1980",2500,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1985",3000,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1989",3147,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1990",3000,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1992",3200,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1995",3200,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1996",3600,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1997",3900,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1998",4082,
"GRC","WASTEMUN","TOT","THND_TONNE","A","1999",4264,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2000",4447,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2001",4559,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2002",4640.1,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2003",4710.3,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2004",4781.5,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2005",4853,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2006",4927.1,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2007",5001.6,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2008",5077,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2009",5154,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2010",5917,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2011",5586,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2012",5463,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2013",5284,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2014",5315,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2015",5277,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2016",5367,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2017",5415,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2018",5523,
"GRC","WASTEMUN","TOT","THND_TONNE","A","2019",5613.179,
"GRC","WASTEMUN","TOT","KG_CAP","A","1980",259.686,
"GRC","WASTEMUN","TOT","KG_CAP","A","1985",300.956,
"GRC","WASTEMUN","TOT","KG_CAP","A","1989",309.875,
"GRC","WASTEMUN","TOT","KG_CAP","A","1990",293.37,
"GRC","WASTEMUN","TOT","KG_CAP","A","1992",307.095,
"GRC","WASTEMUN","TOT","KG_CAP","A","1995",297.799,
"GRC","WASTEMUN","TOT","KG_CAP","A","1996",332.344,
"GRC","WASTEMUN","TOT","KG_CAP","A","1997",357.593,
"GRC","WASTEMUN","TOT","KG_CAP","A","1998",372.102,
"GRC","WASTEMUN","TOT","KG_CAP","A","1999",386.656,
"GRC","WASTEMUN","TOT","KG_CAP","A","2000",401.278,
"GRC","WASTEMUN","TOT","KG_CAP","A","2001",409.45,
"GRC","WASTEMUN","TOT","KG_CAP","A","2002",414.95,
"GRC","WASTEMUN","TOT","KG_CAP","A","2003",419.855,
"GRC","WASTEMUN","TOT","KG_CAP","A","2004",425.59,
"GRC","WASTEMUN","TOT","KG_CAP","A","2005",432.346,
"GRC","WASTEMUN","TOT","KG_CAP","A","2006",440.501,
"GRC","WASTEMUN","TOT","KG_CAP","A","2007",449.769,
"GRC","WASTEMUN","TOT","KG_CAP","A","2008",459.86,
"GRC","WASTEMUN","TOT","KG_CAP","A","2009",470.287,
"GRC","WASTEMUN","TOT","KG_CAP","A","2010",543.46,
"GRC","WASTEMUN","TOT","KG_CAP","A","2011",515.834,
"GRC","WASTEMUN","TOT","KG_CAP","A","2012",506.719,
"GRC","WASTEMUN","TOT","KG_CAP","A","2013",491.97,
"GRC","WASTEMUN","TOT","KG_CAP","A","2014",496.661,
"GRC","WASTEMUN","TOT","KG_CAP","A","2015",495.04,
"GRC","WASTEMUN","TOT","KG_CAP","A","2016",505.597,
"GRC","WASTEMUN","TOT","KG_CAP","A","2017",512.326,
"GRC","WASTEMUN","TOT","KG_CAP","A","2018",524.888,
"GRC","WASTEMUN","TOT","KG_CAP","A","2019",535.944,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1990",5500,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1995",4752,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1996",4834,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1997",5016,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1998",4976,
"HUN","WASTEMUN","TOT","THND_TONNE","A","1999",4943,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2000",4552,"B"
"HUN","WASTEMUN","TOT","THND_TONNE","A","2001",4603,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2002",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2003",4700,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2004",4591.6,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2005",4646,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2006",4711,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2007",4593.5,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2008",4553,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2009",4312,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2010",4033,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2011",3809,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2012",3988,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2013",3738,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2014",3795,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2015",3712,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2016",3721,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2017",3768,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2018",3729,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2019",3780,
"HUN","WASTEMUN","TOT","THND_TONNE","A","2020",3545.381,
"HUN","WASTEMUN","TOT","KG_CAP","A","1990",530.012,
"HUN","WASTEMUN","TOT","KG_CAP","A","1995",459.161,
"HUN","WASTEMUN","TOT","KG_CAP","A","1996",467.846,
"HUN","WASTEMUN","TOT","KG_CAP","A","1997",486.59,
"HUN","WASTEMUN","TOT","KG_CAP","A","1998",484.065,
"HUN","WASTEMUN","TOT","KG_CAP","A","1999",482.272,
"HUN","WASTEMUN","TOT","KG_CAP","A","2000",445.379,
"HUN","WASTEMUN","TOT","KG_CAP","A","2001",451.564,
"HUN","WASTEMUN","TOT","KG_CAP","A","2002",456.956,
"HUN","WASTEMUN","TOT","KG_CAP","A","2003",463.45,
"HUN","WASTEMUN","TOT","KG_CAP","A","2004",453.963,
"HUN","WASTEMUN","TOT","KG_CAP","A","2005",460.641,
"HUN","WASTEMUN","TOT","KG_CAP","A","2006",468.492,
"HUN","WASTEMUN","TOT","KG_CAP","A","2007",458.243,
"HUN","WASTEMUN","TOT","KG_CAP","A","2008",455.67,
"HUN","WASTEMUN","TOT","KG_CAP","A","2009",432.956,
"HUN","WASTEMUN","TOT","KG_CAP","A","2010",406.25,
"HUN","WASTEMUN","TOT","KG_CAP","A","2011",384.915,
"HUN","WASTEMUN","TOT","KG_CAP","A","2012",404.284,
"HUN","WASTEMUN","TOT","KG_CAP","A","2013",380.113,
"HUN","WASTEMUN","TOT","KG_CAP","A","2014",387.048,
"HUN","WASTEMUN","TOT","KG_CAP","A","2015",379.631,
"HUN","WASTEMUN","TOT","KG_CAP","A","2016",381.525,
"HUN","WASTEMUN","TOT","KG_CAP","A","2017",387.263,
"HUN","WASTEMUN","TOT","KG_CAP","A","2018",384.136,
"HUN","WASTEMUN","TOT","KG_CAP","A","2019",390.307,
"HUN","WASTEMUN","TOT","KG_CAP","A","2020",367.003,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1995",114,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1996",117,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1997",120,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1998",123,
"ISL","WASTEMUN","TOT","THND_TONNE","A","1999",126,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2000",130,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2001",133,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2002",137,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2003",140,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2004",147,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2005",153,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2006",171,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2007",174,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2008",208,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2009",132,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2010",154,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2011",158,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2012",164,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2013",167,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2014",175,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2015",194.554,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2016",219.861,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2017",225.347,
"ISL","WASTEMUN","TOT","THND_TONNE","A","2018",247.495,
"ISL","WASTEMUN","TOT","KG_CAP","A","1995",425.961,
"ISL","WASTEMUN","TOT","KG_CAP","A","1996",433.109,
"ISL","WASTEMUN","TOT","KG_CAP","A","1997",440.028,
"ISL","WASTEMUN","TOT","KG_CAP","A","1998",446.802,
"ISL","WASTEMUN","TOT","KG_CAP","A","1999",453.449,
"ISL","WASTEMUN","TOT","KG_CAP","A","2000",463.557,
"ISL","WASTEMUN","TOT","KG_CAP","A","2001",470.114,
"ISL","WASTEMUN","TOT","KG_CAP","A","2002",480.146,
"ISL","WASTEMUN","TOT","KG_CAP","A","2003",486.196,
"ISL","WASTEMUN","TOT","KG_CAP","A","2004",504.981,
"ISL","WASTEMUN","TOT","KG_CAP","A","2005",518.679,
"ISL","WASTEMUN","TOT","KG_CAP","A","2006",570.513,
"ISL","WASTEMUN","TOT","KG_CAP","A","2007",570.155,
"ISL","WASTEMUN","TOT","KG_CAP","A","2008",669.111,
"ISL","WASTEMUN","TOT","KG_CAP","A","2009",417.642,
"ISL","WASTEMUN","TOT","KG_CAP","A","2010",480.739,
"ISL","WASTEMUN","TOT","KG_CAP","A","2011",488.453,
"ISL","WASTEMUN","TOT","KG_CAP","A","2012",503.624,
"ISL","WASTEMUN","TOT","KG_CAP","A","2013",510.407,
"ISL","WASTEMUN","TOT","KG_CAP","A","2014",532.579,
"ISL","WASTEMUN","TOT","KG_CAP","A","2015",589.117,
"ISL","WASTEMUN","TOT","KG_CAP","A","2016",661.81,
"ISL","WASTEMUN","TOT","KG_CAP","A","2017",673.914,
"ISL","WASTEMUN","TOT","KG_CAP","A","2018",735.054,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1975",555,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1980",640,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1984",1100,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1995",1848.2,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1996",1898,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1997",2000,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1998",2056.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","1999",2168,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2000",2278.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2001",2704,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2002",2720.4,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2003",2917.9,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2004",3000.6,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2005",3040.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2006",3384.6,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2007",3397.7,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2008",3224.28,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2009",2952.98,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2010",2846,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2011",2823,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2012",2692.5,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2013",2692.5,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2014",2619.02,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2015",2619.02,"B"
"IRL","WASTEMUN","TOT","THND_TONNE","A","2016",2763.167,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2017",2768.043,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2018",2912.353,
"IRL","WASTEMUN","TOT","THND_TONNE","A","2019",3085.652,
"IRL","WASTEMUN","TOT","KG_CAP","A","1975",176.91,
"IRL","WASTEMUN","TOT","KG_CAP","A","1980",189.083,
"IRL","WASTEMUN","TOT","KG_CAP","A","1984",314.417,
"IRL","WASTEMUN","TOT","KG_CAP","A","1995",514.507,
"IRL","WASTEMUN","TOT","KG_CAP","A","1996",524.363,
"IRL","WASTEMUN","TOT","KG_CAP","A","1997",547.78,
"IRL","WASTEMUN","TOT","KG_CAP","A","1998",557.701,
"IRL","WASTEMUN","TOT","KG_CAP","A","1999",581.004,
"IRL","WASTEMUN","TOT","KG_CAP","A","2000",602.338,
"IRL","WASTEMUN","TOT","KG_CAP","A","2001",703.754,
"IRL","WASTEMUN","TOT","KG_CAP","A","2002",696.111,
"IRL","WASTEMUN","TOT","KG_CAP","A","2003",733.126,
"IRL","WASTEMUN","TOT","KG_CAP","A","2004",739.405,
"IRL","WASTEMUN","TOT","KG_CAP","A","2005",734.252,
"IRL","WASTEMUN","TOT","KG_CAP","A","2006",800.025,
"IRL","WASTEMUN","TOT","KG_CAP","A","2007",785.659,
"IRL","WASTEMUN","TOT","KG_CAP","A","2008",730.157,
"IRL","WASTEMUN","TOT","KG_CAP","A","2009",657.011,
"IRL","WASTEMUN","TOT","KG_CAP","A","2010",624.9,
"IRL","WASTEMUN","TOT","KG_CAP","A","2011",614.883,
"IRL","WASTEMUN","TOT","KG_CAP","A","2012",584.285,
"IRL","WASTEMUN","TOT","KG_CAP","A","2013",583.369,
"IRL","WASTEMUN","TOT","KG_CAP","A","2014",566.048,
"IRL","WASTEMUN","TOT","KG_CAP","A","2015",562.937,
"IRL","WASTEMUN","TOT","KG_CAP","A","2016",588.436,
"IRL","WASTEMUN","TOT","KG_CAP","A","2017",582.343,
"IRL","WASTEMUN","TOT","KG_CAP","A","2018",604.386,
"IRL","WASTEMUN","TOT","KG_CAP","A","2019",631.982,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1975",14095,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1980",14041,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1985",15000,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1989",17300,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1990",20000,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1991",23200,"B"
"ITA","WASTEMUN","TOT","THND_TONNE","A","1993",26100,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1995",25780,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1996",25960,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1997",26605,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1998",26846,
"ITA","WASTEMUN","TOT","THND_TONNE","A","1999",28364,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2000",28959,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2001",29409,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2002",29864,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2003",30035,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2004",31150,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2005",31668,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2006",32516,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2007",32536,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2008",32461,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2009",32107,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2010",32440,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2011",31386,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2012",29994,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2013",29573,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2014",29652,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2015",29524,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2016",30112,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2017",29572,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2018",30165,
"ITA","WASTEMUN","TOT","THND_TONNE","A","2019",30023,
"ITA","WASTEMUN","TOT","KG_CAP","A","1975",255.043,
"ITA","WASTEMUN","TOT","KG_CAP","A","1980",249.178,
"ITA","WASTEMUN","TOT","KG_CAP","A","1985",263.45,
"ITA","WASTEMUN","TOT","KG_CAP","A","1989",303.356,
"ITA","WASTEMUN","TOT","KG_CAP","A","1990",350.58,
"ITA","WASTEMUN","TOT","KG_CAP","A","1991",406.389,
"ITA","WASTEMUN","TOT","KG_CAP","A","1993",456.313,
"ITA","WASTEMUN","TOT","KG_CAP","A","1995",450.901,
"ITA","WASTEMUN","TOT","KG_CAP","A","1996",454.918,
"ITA","WASTEMUN","TOT","KG_CAP","A","1997",467.545,
"ITA","WASTEMUN","TOT","KG_CAP","A","1998",473.118,
"ITA","WASTEMUN","TOT","KG_CAP","A","1999",500.639,
"ITA","WASTEMUN","TOT","KG_CAP","A","2000",510.811,
"ITA","WASTEMUN","TOT","KG_CAP","A","2001",517.08,
"ITA","WASTEMUN","TOT","KG_CAP","A","2002",522.258,
"ITA","WASTEMUN","TOT","KG_CAP","A","2003",521.762,
"ITA","WASTEMUN","TOT","KG_CAP","A","2004",537.547,
"ITA","WASTEMUN","TOT","KG_CAP","A","2005",543.366,
"ITA","WASTEMUN","TOT","KG_CAP","A","2006",555.424,
"ITA","WASTEMUN","TOT","KG_CAP","A","2007",553.824,
"ITA","WASTEMUN","TOT","KG_CAP","A","2008",550.914,
"ITA","WASTEMUN","TOT","KG_CAP","A","2009",543.214,
"ITA","WASTEMUN","TOT","KG_CAP","A","2010",546.816,
"ITA","WASTEMUN","TOT","KG_CAP","A","2011",526.707,
"ITA","WASTEMUN","TOT","KG_CAP","A","2012",500.906,
"ITA","WASTEMUN","TOT","KG_CAP","A","2013",491.517,
"ITA","WASTEMUN","TOT","KG_CAP","A","2014",490.849,
"ITA","WASTEMUN","TOT","KG_CAP","A","2015",487.368,
"ITA","WASTEMUN","TOT","KG_CAP","A","2016",496.381,
"ITA","WASTEMUN","TOT","KG_CAP","A","2017",487.394,
"ITA","WASTEMUN","TOT","KG_CAP","A","2018",497.548,
"ITA","WASTEMUN","TOT","KG_CAP","A","2019",495.837,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1980",43940,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1985",42093.99,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1986",43395.945,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1987",45374.61,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1988",47495.99,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1989",49349.095,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1990",50256.625,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1991",51132,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1992",50902.94,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1993",51267.9,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1994",51800,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1995",52224,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1996",52908,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1997",53098,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1998",53605,
"JPN","WASTEMUN","TOT","THND_TONNE","A","1999",53699,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2000",54833,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2001",54681,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2002",54199,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2003",54271,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2004",53376,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2005",52720,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2006",52024,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2007",50816,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2008",48106,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2009",46252,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2010",45359,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2011",45430,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2012",45234,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2013",44874,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2014",44317,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2015",43981,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2016",43170,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2017",42894,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2018",42727,
"JPN","WASTEMUN","TOT","THND_TONNE","A","2019",42737,
"JPN","WASTEMUN","TOT","KG_CAP","A","1980",372.951,
"JPN","WASTEMUN","TOT","KG_CAP","A","1985",345.363,
"JPN","WASTEMUN","TOT","KG_CAP","A","1986",354.226,
"JPN","WASTEMUN","TOT","KG_CAP","A","1987",368.681,
"JPN","WASTEMUN","TOT","KG_CAP","A","1988",384.32,
"JPN","WASTEMUN","TOT","KG_CAP","A","1989",397.789,
"JPN","WASTEMUN","TOT","KG_CAP","A","1990",403.651,
"JPN","WASTEMUN","TOT","KG_CAP","A","1991",409.286,
"JPN","WASTEMUN","TOT","KG_CAP","A","1992",406.147,
"JPN","WASTEMUN","TOT","KG_CAP","A","1993",407.835,
"JPN","WASTEMUN","TOT","KG_CAP","A","1994",410.938,
"JPN","WASTEMUN","TOT","KG_CAP","A","1995",413.277,
"JPN","WASTEMUN","TOT","KG_CAP","A","1996",417.769,
"JPN","WASTEMUN","TOT","KG_CAP","A","1997",418.448,
"JPN","WASTEMUN","TOT","KG_CAP","A","1998",421.697,
"JPN","WASTEMUN","TOT","KG_CAP","A","1999",421.744,
"JPN","WASTEMUN","TOT","KG_CAP","A","2000",429.981,
"JPN","WASTEMUN","TOT","KG_CAP","A","2001",428.153,
"JPN","WASTEMUN","TOT","KG_CAP","A","2002",423.784,
"JPN","WASTEMUN","TOT","KG_CAP","A","2003",423.799,
"JPN","WASTEMUN","TOT","KG_CAP","A","2004",416.336,
"JPN","WASTEMUN","TOT","KG_CAP","A","2005",410.828,
"JPN","WASTEMUN","TOT","KG_CAP","A","2006",405.1,
"JPN","WASTEMUN","TOT","KG_CAP","A","2007",395.474,
"JPN","WASTEMUN","TOT","KG_CAP","A","2008",374.253,
"JPN","WASTEMUN","TOT","KG_CAP","A","2009",359.783,
"JPN","WASTEMUN","TOT","KG_CAP","A","2010",352.872,
"JPN","WASTEMUN","TOT","KG_CAP","A","2011",353.544,
"JPN","WASTEMUN","TOT","KG_CAP","A","2012",352.225,
"JPN","WASTEMUN","TOT","KG_CAP","A","2013",349.72,
"JPN","WASTEMUN","TOT","KG_CAP","A","2014",345.771,
"JPN","WASTEMUN","TOT","KG_CAP","A","2015",343.641,
"JPN","WASTEMUN","TOT","KG_CAP","A","2016",337.891,
"JPN","WASTEMUN","TOT","KG_CAP","A","2017",336.416,
"JPN","WASTEMUN","TOT","KG_CAP","A","2018",335.898,
"JPN","WASTEMUN","TOT","KG_CAP","A","2019",336.882,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1985",20994.07,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1987",24466.3,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1988",26607.4,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1989",28477.7,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1990",30646.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1991",33669.8,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1992",27410,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1993",22973.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1994",21213.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1995",17438,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1996",18222.6,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1997",17481.7,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1998",16272.8,
"KOR","WASTEMUN","TOT","THND_TONNE","A","1999",16649.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2000",16949.9,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2001",17702.1,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2002",18214.2,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2003",18518.9,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2004",18252,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2005",17665,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2006",17828,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2007",18376,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2008",19006,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2009",18581,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2010",17943,
"KOR","WASTEMUN","TOT","THND_TONNE","A","2011",17861,
